match_key_type,match_key,factgrid_qid,factgrid_qid_number,source_label,source_aliases_en,source_cdli_id_raw,source_oare_id,source_b_number
b_number,B000985,Q1359984,1359984,Cuneiform Tablet Prague I 649,ICK 4 649 | P359248 | Prag I 649 | Cuneiform Tablet Prague I 649,P359248,d3591cd5-c339-4451-b44c-a3d41c2cda95,B000985
b_number,B000986,Q1359985,1359985,Cuneiform Tablet Prague I 650,ICK 4 650 | P359249 | Prag I 650 | Cuneiform Tablet Prague I 650,P359249,dda54168-4831-49a5-bae0-bdc86cac0ce5,B000986
b_number,B000987,Q1360084,1360084,Cuneiform Tablet Prague I 651,ICK 4 651 | P359250 | Prag I 651 | Cuneiform Tablet Prague I 651,P359250,e0255830-ef60-4bf4-8c9b-cfbcc6312cab,B000987
b_number,B000988,Q1360085,1360085,Cuneiform Tablet Prague I 652,ICK 4 652 | P359251 | Prag I 652 | Cuneiform Tablet Prague I 652,P359251,8f6eb0af-5b97-4221-a109-bd58219e0c1a,B000988
b_number,B000989,Q1359988,1359988,Cuneiform Tablet Prague I 653,ICK 4 653 | P359252 | Prag I 653 | Cuneiform Tablet Prague I 653,P359252,2b2cc5ac-0af9-4999-b44b-d2c0258237ed,B000989
b_number,B000990,Q1359989,1359989,Cuneiform Tablet Prague I 654,ICK 4 654 | P359253 | Prag I 654 | Cuneiform Tablet Prague I 654,P359253,267a0fba-79f8-4f94-8248-2e0dc2226e5a,B000990
b_number,B000991,Q1359990,1359990,Cuneiform Tablet Prague I 655,ICK 4 655 | P359254 | Prag I 655 | Cuneiform Tablet Prague I 655,P359254,6ab3c885-bc65-4815-8f78-ad02380addbf,B000991
b_number,B000992,Q1359991,1359991,Cuneiform Tablet Prague I 656,ICK 4 656 | P359255 | Prag I 656 | Cuneiform Tablet Prague I 656,P359255,c57d4f55-834e-43bb-ba65-bdc7d80c2f1f,B000992
b_number,B000993,Q1359992,1359992,Cuneiform Tablet Prague I 657,ICK 4 657 | P359256 | Prag I 657 | Cuneiform Tablet Prague I 657,P359256,a8a1042e-531d-4d56-96a7-cea96913521d,B000993
b_number,B000994,Q1359993,1359993,Cuneiform Tablet Prague I 659,ICK 4 659 | P359257 | Prag I 659 | Cuneiform Tablet Prague I 659,P359257,b07a3b88-2edd-4e61-8c3e-080aa97171ff,B000994
b_number,B000995,Q1359994,1359994,Cuneiform Tablet Prague I 661,ICK 4 661 | P359258 | Prag I 661 | Cuneiform Tablet Prague I 661,P359258,f4de75cb-f9a5-4ca4-8fc7-209f70bca365,B000995
b_number,B000996,Q1359995,1359995,Cuneiform Tablet Prague I 662,ICK 4 662 | P359259 | Prag I 662 | Cuneiform Tablet Prague I 662,P359259,5c15c9f0-436d-4fb5-b6d2-7a70e8aedbf5,B000996
b_number,B000997,Q1360086,1360086,Cuneiform Tablet Prague I 663,ICK 4 663 | P359260 | Prag I 663 | Cuneiform Tablet Prague I 663,P359260,62c13f00-3f2c-418b-8967-dd9fc933bccf,B000997
b_number,B000998,Q1359997,1359997,Cuneiform Tablet Prague I 664,ICK 4 664 | P359261 | Prag I 664 | Cuneiform Tablet Prague I 664,P359261,67e8e7e1-61c1-4455-b4a0-f31f5e96e999,B000998
b_number,B000999,Q1360087,1360087,Cuneiform Tablet Prague I 665,ICK 4 665 | P359262 | Prag I 665 | Cuneiform Tablet Prague I 665,P359262,24987e8e-b565-40ef-a44f-14912c4768f4,B000999
b_number,B001000,Q1359999,1359999,Cuneiform Tablet Prague I 666,ICK 4 666 | P359263 | Prag I 666 | Cuneiform Tablet Prague I 666,P359263,81edc732-28a2-47a3-b755-46534556026d,B001000
b_number,B001001,Q1360000,1360000,Cuneiform Tablet Prague I 668,ICK 4 668 | P359264 | Prag I 668 | Cuneiform Tablet Prague I 668,P359264,491bccdb-b173-401b-b13b-16d39fc08929,B001001
b_number,B001002,Q1360001,1360001,Cuneiform Tablet Prague I 669,ICK 4 669 | P359265 | Prag I 669 | Cuneiform Tablet Prague I 669,P359265,58122abf-5122-4cea-ade7-bd15725182df,B001002
b_number,B001003,Q1360002,1360002,Cuneiform Tablet Prague I 670,ICK 4 670 | P359266 | Prag I 670 | Cuneiform Tablet Prague I 670,P359266,c89ebca2-2f90-42b0-8ced-88bf4da61cf8,B001003
b_number,B001004,Q1360003,1360003,Cuneiform Tablet Prague I 671,ICK 4 671 | P359267 | Prag I 671 | Cuneiform Tablet Prague I 671,P359267,1d919896-a2d5-4c61-b040-80fa66a975ec,B001004
b_number,B001005,Q1360004,1360004,Cuneiform Tablet Prague I 672,ICK 4 672 | P359268 | Prag I 672 | Cuneiform Tablet Prague I 672,P359268,7eec29ea-10f6-4c55-aa46-3b1667b7fdb1,B001005
b_number,B001006,Q1360005,1360005,Cuneiform Tablet Prague I 673,ICK 4 673 | P359269 | Prag I 673 | Cuneiform Tablet Prague I 673,P359269,a5e8074e-dd4e-4a50-af4c-9ea9cdacfa9e,B001006
b_number,B001007,Q1360006,1360006,Cuneiform Tablet Prague I 674,ICK 4 674 | P359270 | Prag I 674 | Cuneiform Tablet Prague I 674,P359270,77f85a31-b948-42fa-9f93-b3794d84418c,B001007
b_number,B001008,Q1360007,1360007,Cuneiform Tablet Prague I 675,ICK 4 675 | P359271 | Prag I 675 | Cuneiform Tablet Prague I 675,P359271,bfb1bcf8-558b-4f52-9928-9b60d52496a3,B001008
b_number,B001009,Q1360008,1360008,Cuneiform Tablet Prague I 676,ICK 4 676 | P359272 | Prag I 676 | Cuneiform Tablet Prague I 676,P359272,2954b05d-5bfa-4511-a915-a58f9a2bf90c,B001009
b_number,B001010,Q1360088,1360088,Cuneiform Tablet Prague I 677,ICK 4 677 | P359273 | Prag I 677 | Cuneiform Tablet Prague I 677,P359273,d7092632-5db1-4d5b-952e-ca291cb6f96b,B001010
b_number,B001011,Q1360010,1360010,Cuneiform Tablet Prague I 678,ICK 4 678 | P359274 | Prag I 678 | Cuneiform Tablet Prague I 678,P359274,a457f047-d209-56dd-ce96-727b37f697a9,B001011
b_number,B001012,Q1360011,1360011,Cuneiform Tablet Prague I 679,ICK 4 679 | P359275 | Prag I 679 | Cuneiform Tablet Prague I 679,P359275,505130bb-ff80-1fca-b38d-a8ac756dc47f,B001012
b_number,B001013,Q499900,499900,Cuneiform Tablet Prague I 680,ICK 4 680 | P359276 | Prag I 680 | Cuneiform Tablet Prague I 680,P359276,ba90b030-4ebb-4d9c-a4bc-e776f7d00a0a,B001013
b_number,B001014,Q1360012,1360012,Cuneiform Tablet Prague I 682,ICK 4 682 | P359278 | Prag I 682 | Cuneiform Tablet Prague I 682,P359278,03880ea3-d130-4758-a01c-b0cf29c98ac5,B001014
b_number,B001015,Q1360013,1360013,Cuneiform Tablet Prague I 683,ICK 4 683 | P359279 | Prag I 683 | Cuneiform Tablet Prague I 683,P359279,c25cc567-162b-4baa-b276-4224448422e1,B001015
b_number,B001016,Q1360014,1360014,Cuneiform Tablet Prague I 684,ICK 4 684 | P359280 | Prag I 684 | Cuneiform Tablet Prague I 684,P359280,2e09ce3a-432b-4268-9d0d-a071258fdaa4,B001016
b_number,B001017,Q1360015,1360015,Cuneiform Tablet Prague I 686,ICK 4 686 | P359282 | Prag I 686 | Cuneiform Tablet Prague I 686,P359282,19b916e2-1dcd-4b5a-aac6-b5babe0c6652,B001017
b_number,B001018,Q1360016,1360016,Cuneiform Tablet Prague I 687,ICK 4 687 | P359283 | Prag I 687 | Cuneiform Tablet Prague I 687,P359283,65603ce4-bc2d-458d-93ba-14ed681d4388,B001018
b_number,B001019,Q1360017,1360017,Cuneiform Tablet Prague I 688,ICK 4 688 | P359284 | Prag I 688 | Cuneiform Tablet Prague I 688,P359284,f9d08f5c-8c75-4890-81b2-3c6aee229065,B001019
b_number,B001020,Q1360018,1360018,Cuneiform Tablet Prague I 689,ICK 4 689 | P359285 | Prag I 689 | Cuneiform Tablet Prague I 689,P359285,31cdd176-553e-4d54-aae5-eb689f7b207b,B001020
b_number,B001021,Q1360019,1360019,Cuneiform Tablet Prague I 690,ICK 4 690 | P359286 | Prag I 690 | Cuneiform Tablet Prague I 690,P359286,20f15e53-b572-4602-92d4-8b2e3a38ad00,B001021
b_number,B001022,Q1360020,1360020,Cuneiform Tablet Prague I 704,ICK 4 704 | P359287 | Prag I 704 | Cuneiform Tablet Prague I 704,P359287,ac3b4093-17e9-404f-ae03-ddc6cb0482d9,B001022
b_number,B001023,Q1360021,1360021,Cuneiform Tablet Prague I 705,ICK 4 705 | P359288 | Prag I 705 | Cuneiform Tablet Prague I 705,P359288,43ce0b1e-d3b0-419e-9562-05aaaf5cd246,B001023
b_number,B001024,Q1360022,1360022,Cuneiform Tablet Prague I 706,ICK 4 706 | P359289 | Prag I 706 | Cuneiform Tablet Prague I 706,P359289,5e3d0d16-1f58-4172-bb4b-123ddccd5d25,B001024
b_number,B001025,Q1360023,1360023,Cuneiform Tablet Prague I 707,ICK 4 707 | P359290 | Prag I 707 | Cuneiform Tablet Prague I 707,P359290,02a82065-227a-48d2-8fa5-1022a2b8ff58,B001025
b_number,B001026,Q1360024,1360024,Cuneiform Tablet Prague I 708,ICK 4 708 | P359291 | Prag I 708 | Cuneiform Tablet Prague I 708,P359291,251a99c8-9927-4d84-8ea5-c540c2bcce36,B001026
b_number,B001027,Q1360025,1360025,Cuneiform Tablet Prague I 709,ICK 4 709 | P359292 | Prag I 709 | Cuneiform Tablet Prague I 709,P359292,0b951f30-fba7-401e-816c-409f67f49ebf,B001027
b_number,B001028,Q1360026,1360026,Cuneiform Tablet Prague I 711,ICK 4 711 | P359293 | Prag I 711 | Cuneiform Tablet Prague I 711,P359293,9024962f-b4c1-4b4a-aa1e-5096173248b6,B001028
b_number,B001029,Q1360027,1360027,Cuneiform Tablet Prague I 712,ICK 4 712 | P359294 | Prag I 712 | Cuneiform Tablet Prague I 712,P359294,82fc2b85-cfb2-4e75-89a0-2cbb0749f2e8,B001029
b_number,B001030,Q1360028,1360028,Cuneiform Tablet Prague I 714,ICK 4 714 | P359296 | Prag I 714 | Cuneiform Tablet Prague I 714,P359296,bcd9cd3d-d82a-47f0-9944-264db554289a,B001030
b_number,B001031,Q1360029,1360029,Cuneiform Tablet Prague I 716,ICK 4 716 | P359297 | Prag I 716 | Cuneiform Tablet Prague I 716,P359297,399fb926-9c74-4e83-b288-7f17a8585c86,B001031
b_number,B001032,Q1360030,1360030,Cuneiform Tablet Prague I 718,ICK 4 718 | P359298 | Prag I 718 | Cuneiform Tablet Prague I 718,P359298,d4e50dd6-d4e5-4014-9325-40733d4ecf23,B001032
b_number,B001033,Q1360031,1360031,Cuneiform Tablet Prague I 719,ICK 4 719 | P359299 | Prag I 719 | Cuneiform Tablet Prague I 719,P359299,3612f0e2-ddf5-4ccb-9cac-7d1fa2a4bf94,B001033
b_number,B001034,Q1360032,1360032,Cuneiform Tablet Prague I 720,ICK 4 720 | P359300 | Prag I 720 | Cuneiform Tablet Prague I 720,P359300,3d885bf2-66e2-4179-8974-a98441b9966c,B001034
b_number,B001035,Q1360033,1360033,Cuneiform Tablet Prague I 721,ICK 4 721 | P359301 | Prag I 721 | Cuneiform Tablet Prague I 721,P359301,c8c8c8fb-77cf-4f9c-84c6-9d1c4a32f8bd,B001035
b_number,B001036,Q1360034,1360034,Cuneiform Tablet Prague I 722,ICK 4 722 | P359302 | Prag I 722 | Cuneiform Tablet Prague I 722,P359302,4fa67633-4fe6-404b-8be4-6c3e23aae9ed,B001036
b_number,B001037,Q1360035,1360035,Cuneiform Tablet Prague I 723,ICK 4 723 | P359303 | Prag I 723 | Cuneiform Tablet Prague I 723,P359303,efeda029-37d8-4869-8fde-55f713c2c703,B001037
b_number,B001038,Q1360036,1360036,Cuneiform Tablet Prague I 724,ICK 4 724 | P359304 | Prag I 724 | Cuneiform Tablet Prague I 724,P359304,981a1f04-bc99-4782-9def-f9609cf30e85,B001038
b_number,B001039,Q1360037,1360037,Cuneiform Tablet Prague I 725,ICK 4 725 | P359305 | Prag I 725 | Cuneiform Tablet Prague I 725,P359305,9c811ff7-956b-4ead-9934-a906f225491c,B001039
b_number,B001040,Q1360038,1360038,Cuneiform Tablet Prague I 726,ICK 4 726 | P359306 | Prag I 726 | Cuneiform Tablet Prague I 726,P359306,9c6c802d-3b9b-45a8-a0d5-1b529c641f14,B001040
b_number,B001041,Q1360039,1360039,Cuneiform Tablet Prague I 727,ICK 4 727 | P359307 | Prag I 727 | Cuneiform Tablet Prague I 727,P359307,0c74cd4e-f298-4446-a605-cbf8ea5a8d3a,B001041
b_number,B001042,Q1360089,1360089,Cuneiform Tablet Prague I 729,ICK 4 729 | P359308 | Prag I 729 | Cuneiform Tablet Prague I 729,P359308,b0242c9a-009c-439c-a8c1-47fed372b728,B001042
b_number,B001043,Q1360041,1360041,Cuneiform Tablet Prague I 730,ICK 4 730 | P359309 | Prag I 730 | Cuneiform Tablet Prague I 730,P359309,7eaef19f-3f66-40c1-a095-c9c3550c76a7,B001043
b_number,B001044,Q1360042,1360042,Cuneiform Tablet Prague I 731,ICK 4 731 | P359310 | Prag I 731 | Cuneiform Tablet Prague I 731,P359310,12610a96-72ce-4801-8c2b-48c7dcdeb589,B001044
b_number,B001045,Q1360043,1360043,Cuneiform Tablet Prague I 732,ICK 4 732 | P359311 | Prag I 732 | Cuneiform Tablet Prague I 732,P359311,658e5942-a844-4725-a581-050251102416,B001045
b_number,B001046,Q1360044,1360044,Cuneiform Tablet Prague I 733,ICK 4 733 | P359312 | Prag I 733 | Cuneiform Tablet Prague I 733,P359312,d2b6750c-0075-4fd3-9d79-1d8a52d2baf9,B001046
b_number,B001047,Q1360090,1360090,Cuneiform Tablet Prague I 734,ICK 4 734 | P359313 | Prag I 734 | Cuneiform Tablet Prague I 734,P359313,6117e3e3-5c24-475e-bafb-0f1563ca7703,B001047
b_number,B001048,Q1360046,1360046,Cuneiform Tablet Prague I 735,ICK 4 735 | P359314 | Prag I 735 | Cuneiform Tablet Prague I 735,P359314,e3a6b7bd-16c1-486f-b39d-246db7f5515d,B001048
b_number,B001049,Q1360047,1360047,Cuneiform Tablet Prague I 736,ICK 4 736 | P359315 | Prag I 736 | Cuneiform Tablet Prague I 736,P359315,55a170e6-426d-4959-ad07-d8da53bd0eb4,B001049
b_number,B001050,Q1360048,1360048,Cuneiform Tablet Prague I 737,ICK 4 737 | P359316 | Prag I 737 | Cuneiform Tablet Prague I 737,P359316,0d6f5946-7b57-45bc-a879-b2c0e03510ec,B001050
b_number,B001051,Q1360049,1360049,Cuneiform Tablet Prague I 738,ICK 4 738 | P359317 | Prag I 738 | Cuneiform Tablet Prague I 738,P359317,a861e053-3c36-44e3-bdd5-45ff35154878,B001051
b_number,B001052,Q1360050,1360050,Cuneiform Tablet Prague I 739,ICK 4 739 | P359318 | Prag I 739 | Cuneiform Tablet Prague I 739,P359318,c9ea4717-e2bc-4a0f-a3de-3e2e590147ac,B001052
b_number,B001053,Q1360051,1360051,Cuneiform Tablet Prague I 740,ICK 4 740 | P359319 | Prag I 740 | Cuneiform Tablet Prague I 740,P359319,744f2ab6-a7c6-467b-bfce-ebe568094bec,B001053
b_number,B001054,Q1360052,1360052,Cuneiform Tablet Prague I 741,ICK 4 741 | P359320 | Prag I 741 | Cuneiform Tablet Prague I 741,P359320,a39dd0bb-857e-41c4-bec0-c5688278180c,B001054
b_number,B001055,Q1360053,1360053,Cuneiform Tablet Prague I 742,ICK 4 742 | P359321 | Prag I 742 | Cuneiform Tablet Prague I 742,P359321,d294627f-c978-4d4b-8915-701f68b114b9,B001055
b_number,B001056,Q1360054,1360054,Cuneiform Tablet Prague I 743,ICK 4 743 | P359322 | Prag I 743 | Cuneiform Tablet Prague I 743,P359322,467aae38-1ab4-434a-a479-0ef90bb71752,B001056
b_number,B001057,Q1360055,1360055,Cuneiform Tablet Prague I 744,ICK 4 744 | P359323 | Prag I 744 | Cuneiform Tablet Prague I 744,P359323,43a0e0d0-184a-4a3d-bacb-d44c948073cc,B001057
b_number,B001058,Q1360056,1360056,Cuneiform Tablet Prague I 745,ICK 4 745 | P359324 | Prag I 745 | Cuneiform Tablet Prague I 745,P359324,d33ac589-132b-4722-9b49-67f9ee5312c3,B001058
b_number,B001059,Q1360057,1360057,Cuneiform Tablet Prague I 746,ICK 4 746 | P359325 | Prag I 746 | Cuneiform Tablet Prague I 746,P359325,e2978101-9f1f-4b96-a147-ddc0a4deb9d3,B001059
b_number,B001060,Q1360058,1360058,Cuneiform Tablet Prague I 748,ICK 4 748 | P359326 | Prag I 748 | Cuneiform Tablet Prague I 748,P359326,dd9e2fd9-ff61-4924-b8de-76564ab66398,B001060
b_number,B001061,Q1360059,1360059,Cuneiform Tablet Prague I 749,ICK 4 749 | P359327 | Prag I 749 | Cuneiform Tablet Prague I 749,P359327,c29aeebb-1241-483e-a6b3-abb7ff01120e,B001061
b_number,B001062,Q1360060,1360060,Cuneiform Tablet Prague I 750,ICK 4 750 | P359328 | Prag I 750 | Cuneiform Tablet Prague I 750,P359328,10df323c-5958-4225-ba03-459d7dc8d3a8,B001062
b_number,B001063,Q1360091,1360091,Cuneiform Tablet Prague I 751,ICK 4 751 | P359329 | Prag I 751 | Cuneiform Tablet Prague I 751,P359329,0a198b10-daf5-42dd-824a-df52416a0ca4,B001063
b_number,B001064,Q1360062,1360062,Cuneiform Tablet Prague I 753,ICK 4 753 | P359330 | Prag I 753 | Cuneiform Tablet Prague I 753,P359330,952ff9c6-17b2-485e-aa08-a50612c6390b,B001064
b_number,B001065,Q1360063,1360063,Cuneiform Tablet Prague I 761,ICK 4 761 | P359331 | Prag I 761 | Cuneiform Tablet Prague I 761,P359331,a6402713-83fa-4353-8443-b705798a91c8,B001065
b_number,B001066,Q1360064,1360064,Cuneiform Tablet Prague I 764,ICK 4 764 | P359334 | Prag I 764 | Cuneiform Tablet Prague I 764,P359334,dffec7cf-733f-420a-99dc-b4058ad3731a,B001066
b_number,B001067,Q1360065,1360065,Cuneiform Tablet Prague I 765,ICK 4 765 | P359335 | Prag I 765 | Cuneiform Tablet Prague I 765,P359335,7d8985c7-299c-4255-b768-521b5b5a41be,B001067
b_number,B001068,Q1360066,1360066,Cuneiform Tablet Prague I 766,ICK 4 766 | P359336 | Prag I 766 | Cuneiform Tablet Prague I 766,P359336,c2119419-8428-4671-96a8-d7945c60e1f6,B001068
b_number,B001069,Q1360067,1360067,Cuneiform Tablet Prague I 767,ICK 4 767 | P359337 | Prag I 767 | Cuneiform Tablet Prague I 767,P359337,f2b21430-96e1-45d9-93f0-dbda7c771d72,B001069
b_number,B001070,Q1360068,1360068,Cuneiform Tablet Prague I 768,ICK 4 768 | P359338 | Prag I 768 | Cuneiform Tablet Prague I 768,P359338,5f8b21bc-23d1-4be3-a2ec-bbfaa46662b7,B001070
b_number,B001071,Q1360069,1360069,Cuneiform Tablet Prague I 769,ICK 4 769 | P359339 | Prag I 769 | Cuneiform Tablet Prague I 769,P359339,c7609481-2954-4694-8cdd-03ad45ced3ba,B001071
b_number,B001072,Q1360070,1360070,Cuneiform Tablet Prague I 770,ICK 4 770 | P359340 | Prag I 770 | Cuneiform Tablet Prague I 770,P359340,66aefcfb-37fa-489d-90eb-663d60120983,B001072
b_number,B001073,Q1360071,1360071,Cuneiform Tablet Prague I 771,ICK 4 771 | P359341 | Cuneiform Tablet Prague I 771,P359341,,B001073
b_number,B001149,Q1900828,1900828,Cuneiform Tablet Prague I 457a,ICK 4 457a | ICK 3 10a | P359944 | Prag I 457a | Cuneiform Tablet Prague I 457a,P359944,7d1d852d-849a-466d-94e1-9e306b30b75b,B001149
b_number,B001278,Q1360092,1360092,Cuneiform Tablet EL 325a,Tübingen 2 | ARK 325a | EL 325a | P391087 | Cuneiform Tablet EL 325a,P391087,91cd1fab-bab0-4bd9-bf6a-b0cd48972fd7,B001278
b_number,B001281,Q1372645,1372645,Cuneiform Tablet Fs T. Özgüç 518,Benenian 4 | P360849 | Cuneiform Tablet Fs T. Özgüç 518,P360849,f27d7c91-d260-6cf3-f2c1-6f51f50cb376,B001281
b_number,B001288,Q1360093,1360093,Cuneiform Tablet OAA 1 23,OAA 1 23 | P361710 | Cuneiform Tablet OAA 1 23,P361710,,B001288
b_number,B001289,Q1360094,1360094,Cuneiform Tablet OAA 1 76,OAA 1 76 | P361711 | Cuneiform Tablet OAA 1 76,P361711,,B001289
b_number,B001290,Q1360095,1360095,Cuneiform Tablet C 34,C 34 | P361712 | Cuneiform Tablet C 34,P361712,,B001290
b_number,B001291,Q1360096,1360096,Cuneiform Tablet Innaya 80,Innaya 80 | P361713 | Cuneiform Tablet Innaya 80,P361713,,B001291
b_number,B001292,Q1360097,1360097,Cuneiform Tablet Innaya 70,Innaya 70 | P361714 | Cuneiform Tablet Innaya 70,P361714,,B001292
b_number,B001293,Q1360098,1360098,Cuneiform Tablet Innaya 240,Innaya 240 | P361715 | Cuneiform Tablet Innaya 240,P361715,,B001293
b_number,B001294,Q1360099,1360099,Cuneiform Tablet M.79.106.2,M.79.106.2 | P416511 | Cuneiform Tablet M.79.106.2,P416511,,B001294
b_number,B001295,Q1360100,1360100,Cuneiform Tablet M.84.31.1,M.84.31.1 | P423547 | Cuneiform Tablet M.84.31.1,P423547,,B001295
b_number,B001296,Q1360101,1360101,Cuneiform Tablet M.84.31.3,M.84.31.3 | P423548 | Cuneiform Tablet M.84.31.3,P423548,,B001296
b_number,B001297,Q1360102,1360102,Cuneiform Tablet M.84.31.5,M.84.31.5 | P423549 | Cuneiform Tablet M.84.31.5,P423549,,B001297
b_number,B001298,Q1360103,1360103,Cuneiform Tablet M.84.31.8,M.84.31.8 | P423550 | Cuneiform Tablet M.84.31.8,P423550,,B001298
b_number,B001299,Q1360104,1360104,Cuneiform Tablet VS 26 96B (VAT 13465),VS 26 96B | P358244 | Cuneiform Tablet VS 26 96B (VAT 13465),P358244,8d2e0ab5-e25e-481e-8fa4-77e65b8dc5ae,B001299
b_number,B001300,Q1360105,1360105,Cuneiform Tablet VS 26 96A (VAT 13465),VS 26 96A | P358244 | Cuneiform Tablet VS 26 96A (VAT 13465),P358244,deeb9bdd-76d5-8351-d124-4f328d61424f,B001300
b_number,B001301,Q1360106,1360106,Cuneiform Tablet VS 26 115A (VAT 13529),VS 26 115A | P358256 | Cuneiform Tablet VS 26 115A (VAT 13529),P358256,35cf0253-b998-ac63-07d7-8f42447cc775,B001301
b_number,B001302,Q1360107,1360107,Cuneiform Tablet VS 26 115B (VAT 13529),VS 26 115B | P358256 | Cuneiform Tablet VS 26 115B (VAT 13529),P358256,fdd31402-0ecf-46ea-f456-6914042e81b8,B001302
b_number,B001303,Q1360108,1360108,Cuneiform Tablet KAV 151,KAV 151 | P285595 | Cuneiform Tablet KAV 151,P285595,,B001303
b_number,B001304,Q1360109,1360109,Cuneiform Tablet VS 26 151 (VAT 9211),VS 26 151 | P333881 | Cuneiform Tablet VS 26 151 (VAT 9211),P333881,d49d8c1c-ed3c-8f90-7637-5a54bfe75226,B001304
b_number,B001305,Q1360110,1360110,Cuneiform Tablet VS 26 58 (VAT 9212),VS 26 58 | P333882 | Cuneiform Tablet VS 26 58 (VAT 9212),P333882,68897c7e-6949-c359-7827-8ee18f89a557,B001305
b_number,B001306,Q1360111,1360111,Cuneiform Tablet VS 26 11 (VAT 9213),VS 26 11 | P333883 | Cuneiform Tablet VS 26 11 (VAT 9213),P333883,b7a9f9d1-7a5c-4d64-59b2-ac4595cf2fea,B001306
b_number,B001307,Q1360112,1360112,Cuneiform Tablet VS 26 154 (VAT 9214),VS 26 154 | P333884 | Cuneiform Tablet VS 26 154 (VAT 9214),P333884,e9ae5a83-2392-d9c0-f487-88c29124c464,B001307
b_number,B001308,Q1360113,1360113,Cuneiform Tablet VS 26 112 (VAT 9215),VS 26 112 | P333885 | Cuneiform Tablet VS 26 112 (VAT 9215),P333885,1041307c-36f3-71d5-9034-f05a43d985b3,B001308
b_number,B001309,Q1360114,1360114,Cuneiform Tablet VS 26 117 (VAT 9216),VS 26 117 | P333886 | Cuneiform Tablet VS 26 117 (VAT 9216),P333886,ca1a21d4-cc13-1578-05ad-eee95cbd5268,B001309
b_number,B001310,Q1360115,1360115,Cuneiform Tablet VS 26 13 (VAT 9218),VS 26 13 | P333887 | Cuneiform Tablet VS 26 13 (VAT 9218),P333887,da5a6126-e324-2cd0-363a-13b9e955fb78,B001310
b_number,B001311,Q1360116,1360116,Cuneiform Tablet VS 26 47 (VAT 9219),VS 26 47 | P333888 | Cuneiform Tablet VS 26 47 (VAT 9219),P333888,3c10547e-4f06-b273-bd1b-92347dd6ee0f,B001311
b_number,B001312,Q1360117,1360117,Cuneiform Tablet VS 26 74 (VAT 9220),VS 26 74 | P333889 | Cuneiform Tablet VS 26 74 (VAT 9220),P333889,6256f658-5bcb-8a2c-b7be-d630ea99c666,B001312
b_number,B001313,Q1360118,1360118,Cuneiform Tablet VS 26 95B (VAT 9221),VS 26 95B | P333890 | Cuneiform Tablet VS 26 95B (VAT 9221),P333890,26af8b64-7fa6-162a-9e4c-5c4c00634932,B001313
b_number,B001314,Q1360119,1360119,Cuneiform Tablet VS 26 95A (VAT 9221),VS 26 95A | P333890 | Cuneiform Tablet VS 26 95A (VAT 9221),P333890,ae5a8ece-c080-239d-d322-1ecacdecca35,B001314
b_number,B001315,Q1360120,1360120,Cuneiform Tablet VS 26 56 (VAT 9222),VS 26 56 | P333891 | Cuneiform Tablet VS 26 56 (VAT 9222),P333891,8dc94bd3-23ee-2e31-239e-4f61e51004c0,B001315
b_number,B001316,Q1360121,1360121,Cuneiform Tablet VS 26 1 (VAT 9223),VS 26 1 | P333892 | Cuneiform Tablet VS 26 1 (VAT 9223),P333892,68ac49be-52ce-727a-6e18-e5ba35ba98e5,B001316
b_number,B001317,Q1360122,1360122,Cuneiform Tablet VS 26 52 (VAT 9224),VS 26 52 | P333893 | Cuneiform Tablet VS 26 52 (VAT 9224),P333893,5d4b7a27-c215-8b9c-abae-374c17be1e70,B001317
b_number,B001318,Q1360123,1360123,Cuneiform Tablet VS 26 57 (VAT 9225),VS 26 57 | P333894 | Cuneiform Tablet VS 26 57 (VAT 9225),P333894,2662f6f7-f5cd-b855-84aa-64c03ccae277,B001318
b_number,B001319,Q1360124,1360124,Cuneiform Tablet VS 26 3 (VAT 9226),VS 26 3 | P333895 | Cuneiform Tablet VS 26 3 (VAT 9226),P333895,81b0b932-bcb4-4836-a36a-fb958ce60d38,B001319
b_number,B001320,Q1360125,1360125,Cuneiform Tablet VS 26 110A (VAT 9228),VS 26 110A | P333896 | Cuneiform Tablet VS 26 110A (VAT 9228),P333896,5b29f97d-095b-fe29-638d-10fb333b0edf,B001320
b_number,B001321,Q1360126,1360126,Cuneiform Tablet VS 26 110B (VAT 9228),VS 26 110B | P333896 | Cuneiform Tablet VS 26 110B (VAT 9228),P333896,870b089a-dc42-965e-9602-c7b8e474a410,B001321
b_number,B001322,Q1360127,1360127,Cuneiform Tablet VS 26 4 (VAT 9229),VS 26 4 | P333897 | Cuneiform Tablet VS 26 4 (VAT 9229),P333897,42ab7acd-1b44-3642-1c32-3f03e182545e,B001322
b_number,B001323,Q1360128,1360128,Cuneiform Tablet VS 26 64 (VAT 9230),VS 26 64 | P333898 | Cuneiform Tablet VS 26 64 (VAT 9230),P333898,753bc087-34f0-7971-c1b9-2a038fabe14c,B001323
b_number,B001324,Q1360129,1360129,Cuneiform Tablet VS 26 26 (VAT 9231),VS 26 26 | P333899 | Cuneiform Tablet VS 26 26 (VAT 9231),P333899,6a998979-c372-e298-04a2-31038984461a,B001324
b_number,B001325,Q1360130,1360130,Cuneiform Tablet VS 26 29 (VAT 9232),VS 26 29 | P333900 | Cuneiform Tablet VS 26 29 (VAT 9232),P333900,a2cd52f3-f128-aa62-e8df-69fbac96e7ff,B001325
