repair_status,cdli_id,live_cdli_id,factgrid_qid,artifact_label,live_label_en,live_description_en,live_period_property,live_period_qid,live_period_label,expected_period_label,correct_period_qid,repair_note
ready,583885,P583885,Q2029848,BM 063798,Cuneiform Tablet BM 063798,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,583893,P583893,Q2169202,BM 063808,Cuneiform Tablet BM 063808,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,583903,P583903,Q2165130,BM 063818,Cuneiform Tablet BM 063818,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,583939,P583939,Q2169175,BM 063872,Cuneiform Tablet BM 063872,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,583954,P583954,Q2162531,BM 063889,Cuneiform Tablet BM 063889,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,583978,P583978,Q2166856,BM 063926,Cuneiform Tablet BM 063926,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,583997,P583997,Q2167325,BM 063952,Cuneiform Tablet BM 063952,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,584244,P584244,Q2166537,BM 064318,Cuneiform Tablet BM 064318,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,584395,P584395,Q2164964,BM 064529,Cuneiform Tablet BM 064529,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,584706,P584706,Q2048040,BM 064928,Cuneiform Tablet BM 064928,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,584751,P584751,Q2167576,BM 064981,Cuneiform Tablet BM 064981,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,584985,P584985,Q2166629,BM 065284,Cuneiform Tablet BM 065284,,P853,Q512150,Early Old Babylonian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,585212,P585212,Q2163595,BM 065563,Cuneiform Tablet BM 065563,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,585402,P585402,Q2047249,BM 065805,Cuneiform Tablet BM 065805,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,585510,P585510,Q2167176,BM 065923,Cuneiform Tablet BM 065923,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,585697,P585697,Q2166322,BM 066128,Cuneiform Tablet BM 066128,,P853,Q512150,Early Old Babylonian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,585707,P585707,Q2163410,BM 066138,Cuneiform Tablet BM 066138,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,585838,P585838,Q2164597,BM 066291,Cuneiform Tablet BM 066291,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,585947,P585947,Q2168927,BM 066410,Cuneiform Tablet BM 066410,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,585951,P585951,Q2047606,BM 066414,Cuneiform Tablet BM 066414,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,586054,P586054,Q2159061,BM 066525,Cuneiform Tablet BM 066525,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,586404,P586404,Q2156746,BM 066984,Cuneiform Tablet BM 066984,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,586412,P586412,Q2167781,BM 066995,Cuneiform Tablet BM 066995,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,586828,P586828,Q2163394,BM 067532,Cuneiform Tablet BM 067532,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,586845,P586845,Q2170641,BM 067552,Cuneiform Tablet BM 067552,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,587038,P587038,Q2166960,BM 067761,Cuneiform Tablet BM 067761,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,587242,P587242,Q2170439,BM 067992,Cuneiform Tablet BM 067992,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,587385,P587385,Q2163650,BM 068191,Cuneiform Tablet BM 068191,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,587645,P587645,Q2153371,BM 068518,Cuneiform Tablet BM 068518,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,587690,P587690,Q2163286,BM 068571,Cuneiform Tablet BM 068571,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,587891,P587891,Q2166576,BM 068807,Cuneiform Tablet BM 068807,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,587917,P587917,Q2162712,BM 068839,Cuneiform Tablet BM 068839,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,587940,P587940,Q2164863,BM 068869,Cuneiform Tablet BM 068869,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,588070,P588070,Q2163695,"JCS 31, 127-148 9","Cuneiform Artifact JCS 31, 127-148 9",,P853,Q512151,Old Assyrian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,588119,P588119,Q2168244,BM 029086,Cuneiform Tablet BM 029086,,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,588135,P588135,Q2163468,BM 078912,Cuneiform Tablet BM 078912,,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,588158,P588158,Q2170552,"TBER pl. 79, Kd 006","Cuneiform Artifact TBER pl. 79, Kd 006",,P853,Q512159,Late Babylonian Period,Neo-Assyrian Period,Q512158,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,588226,P588226,Q2169134,BM 069002,Cuneiform Tablet BM 069002,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,588549,P588549,Q2168354,BM 069368,Cuneiform Tablet BM 069368,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,588908,P588908,Q2165745,BM 069767,Cuneiform Tablet BM 069767,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,588949,P588949,Q2158115,BM 069814,Cuneiform Tablet BM 069814,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,589071,P589071,Q2047398,BM 069966,Cuneiform Tablet BM 069966,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,589421,P589421,Q2047762,BM 070383,Cuneiform Tablet BM 070383,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,590180,P590180,Q2158036,BM 071241,Cuneiform Tablet BM 071241,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,590196,P590196,Q2167699,BM 071257,Cuneiform Tablet BM 071257,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,590587,P590587,Q2170200,BM 071695,Cuneiform Tablet BM 071695,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,590600,P590600,Q2047844,BM 071709,Cuneiform Tablet BM 071709,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,591379,P591379,Q2170593,BM 072774,Cuneiform Tablet BM 072774,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,591441,P591441,Q2023156,BM 072846,Cuneiform Tablet BM 072846,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,591787,P591787,Q2168011,BM 073260,Cuneiform Tablet BM 073260,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,591841,P591841,Q2169776,BM 073325,Cuneiform Tablet BM 073325,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,591912,P591912,Q2047780,BM 073423,Cuneiform Tablet BM 073423,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,592187,P592187,Q2163964,BM 073765,Cuneiform Tablet BM 073765,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,592451,P592451,Q2167693,BM 074082,Cuneiform Tablet BM 074082,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,592646,P592646,Q2162902,BM 074407,Cuneiform Tablet BM 074407,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,592884,P592884,Q2163705,BM 075246,Cuneiform Tablet BM 075246,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,593169,P593169,Q2144720,BM 076194,Cuneiform Tablet BM 076194,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,593240,P593240,Q2167978,BM 076283,Cuneiform Tablet BM 076283,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,593313,P593313,Q2167862,BM 076375,Cuneiform Tablet BM 076375,,P853,Q512158,Neo-Assyrian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,593450,P593450,Q2165182,BM 076558,Cuneiform Tablet BM 076558,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594268,P594268,Q2162486,BM 078081,Cuneiform Tablet BM 078081,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594340,P594340,Q2169370,BM 078401,Cuneiform Tablet BM 078401,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594356,P594356,Q2147832,BM 078449,Cuneiform Tablet BM 078449,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594395,P594395,Q2165176,BM 078495,Cuneiform Tablet BM 078495,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594403,P594403,Q2163553,BM 078507,Cuneiform Tablet BM 078507,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594439,P594439,Q2149173,BM 078549,Cuneiform Tablet BM 078549,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594478,P594478,Q2165296,BM 078620,Cuneiform Tablet BM 078620,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594481,P594481,Q2170597,BM 078627,Cuneiform Tablet BM 078627,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594497,P594497,Q2166399,BM 078658,Cuneiform Tablet BM 078658,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594546,P594546,Q2163334,BM 078820,Cuneiform Tablet BM 078820,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594585,P594585,Q2167993,BM 078869,Cuneiform Artifact BM 078869,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594593,P594593,Q2152555,BM 078879,Cuneiform Tablet BM 078879,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594655,P594655,Q2169272,BM 078990,Cuneiform Tablet BM 078990,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594706,P594706,Q2144295,BM 079081,Cuneiform Tablet BM 079081,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594710,P594710,Q2169502,BM 079086,Cuneiform Tablet BM 079086,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594751,P594751,Q2167235,BM 079143,Cuneiform Tablet BM 079143,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594839,P594839,Q2168528,BM 079250,Cuneiform Tablet BM 079250,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594881,P594881,Q2165726,BM 079309,Cuneiform Tablet BM 079309,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594985,P594985,Q2159673,BM 079440,Cuneiform Tablet BM 079440,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,594993,P594993,Q2017354,BM 079449,Cuneiform Tablet BM 079449,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595005,P595005,Q2166743,BM 079464,Cuneiform Tablet BM 079464,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595029,P595029,Q2162619,BM 079508,Cuneiform Tablet BM 079508,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595117,P595117,Q2063598,BM 079618,Cuneiform Tablet BM 079618,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595140,P595140,Q2167536,BM 079649,Cuneiform Tablet BM 079649,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595269,P595269,Q2165630,BM 079830,Cuneiform Tablet BM 079830,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595286,P595286,Q2166080,BM 079847,Cuneiform Tablet BM 079847,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595357,P595357,Q2163044,BM 079975,Cuneiform Tablet BM 079975,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595382,P595382,Q2158386,BM 080013,Cuneiform Tablet BM 080013,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595394,P595394,Q2167678,BM 080032,Cuneiform Tablet BM 080032,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595402,P595402,Q2047722,BM 080046,Cuneiform Tablet BM 080046,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595414,P595414,Q2168873,BM 080061,Cuneiform Tablet BM 080061,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595455,P595455,Q2166580,BM 080314,Cuneiform Tablet BM 080314,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595479,P595479,Q2162754,BM 080482,Cuneiform Tablet BM 080482,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595510,P595510,Q2167386,BM 080611,Cuneiform Tablet BM 080611,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595547,P595547,Q2063861,BM 080745,Cuneiform Tablet BM 080745,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595584,P595584,Q2164897,BM 080829,Cuneiform Tablet BM 080829,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595639,P595639,Q2165757,BM 080966,Cuneiform Tablet BM 080966,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595642,P595642,Q2163951,BM 080971,Cuneiform Tablet BM 080971,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595678,P595678,Q2157909,BM 081059,Cuneiform Tablet BM 081059,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595681,P595681,Q2017074,BM 081064,Cuneiform Tablet BM 081064,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595697,P595697,Q2160251,BM 081097,Cuneiform Tablet BM 081097,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595707,P595707,Q2163164,BM 081112,Cuneiform Tablet BM 081112,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595785,P595785,Q2170121,BM 081231,Cuneiform Tablet BM 081231,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595802,P595802,Q2169512,BM 081260,Cuneiform Tablet BM 081260,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595814,P595814,Q2143812,BM 081284,Cuneiform Tablet BM 081284,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595838,P595838,Q2164211,BM 081321,Cuneiform Tablet BM 081321,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595843,P595843,Q2167225,BM 081328,Cuneiform Tablet BM 081328,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595880,P595880,Q2162573,BM 081390,Cuneiform Tablet BM 081390,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595906,P595906,Q2167015,BM 081425,Cuneiform Tablet BM 081425,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595947,P595947,Q2169303,BM 081497,Cuneiform Tablet BM 081497,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595951,P595951,Q2021154,BM 081502,Cuneiform Tablet BM 081502,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,595992,P595992,Q2164170,BM 081568,Cuneiform Tablet BM 081568,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596003,P596003,Q2170359,BM 081581,Cuneiform Tablet BM 081581,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596015,P596015,Q2165440,BM 081600,Cuneiform Tablet BM 081600,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596042,P596042,Q2168008,BM 081634,Cuneiform Tablet BM 081634,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596054,P596054,Q2152029,BM 081647,Cuneiform Tablet BM 081647,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596081,P596081,Q2163211,BM 081680,Cuneiform Tablet BM 081680,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596107,P596107,Q2168236,BM 081719,Cuneiform Tablet BM 081719,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596111,P596111,Q2168764,BM 081723,Cuneiform Tablet BM 081723,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596146,P596146,Q2170569,BM 081760,Cuneiform Tablet BM 081760,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596150,P596150,Q2166415,BM 081764,Cuneiform Tablet BM 081764,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596202,P596202,Q2165062,BM 081824,Cuneiform Artifact BM 081824,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596238,P596238,Q2169157,BM 081865,Cuneiform Artifact BM 081865,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596255,P596255,Q2162481,BM 081883,Cuneiform Artifact BM 081883,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596279,P596279,Q2166872,BM 081912,Cuneiform Artifact BM 081912,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596296,P596296,Q2167265,BM 081933,Cuneiform Artifact BM 081933,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596310,P596310,Q2162269,BM 081952,Cuneiform Artifact BM 081952,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596347,P596347,Q2164070,BM 081998,Cuneiform Artifact BM 081998,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596445,P596445,Q2165307,BM 082197,Cuneiform Tablet BM 082197,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596500,P596500,Q2166268,BM 082535,Cuneiform Artifact BM 082535,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596557,P596557,Q2168391,BM 082782,Cuneiform Tablet BM 082782,,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596605,P596605,Q2162348,BM 082926,Cuneiform Tablet BM 082926,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596783,P596783,Q2166783,BM 083187,Cuneiform Tablet BM 083187,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
ready,596853,P596853,Q2166124,BM 083262,Cuneiform Tablet BM 083262,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.
