repair_status,cdli_id,live_cdli_id,factgrid_qid,artifact_label,live_label_en,live_description_en,live_period_property,live_period_qid,live_period_label,expected_period_label,correct_period_qid,repair_note,removed_claim_ids,new_claim_id,write_status,write_error
ready,596957,P596957,Q2157850,BM 083383,Cuneiform Tablet BM 083383,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2157850$F0300A07-88C9-4FD4-9022-C3C089BFCD32,Q2157850$AD30A667-90C8-467B-BE27-1EFBE3AF22A5,written,
ready,597038,P597038,Q2166758,NABU 2002/055 BM 083478,Cuneiform Tablet NABU 2002/055 BM 083478,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166758$EEB1A632-8B57-4DA8-B98A-8414AAF81F6B,Q2166758$F445460C-6E88-495A-8399-B25E389656C3,written,
ready,597080,P597080,Q2063688,BM 083525,Cuneiform Tablet BM 083525,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2063688$31341E24-C837-4B85-9BCB-136B6C36FF22,Q2063688$74FE7B77-BDEA-49A6-981E-FB8D49A588D4,written,
ready,597192,P597192,Q2166504,BM 083656,Cuneiform Tablet BM 083656,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166504$A32F881B-6E1E-410F-B89E-5FA7F61D57BC,Q2166504$94241573-52F5-40EC-AD54-51FED65583A4,written,
ready,597203,P597203,Q2167886,BM 083671,Cuneiform Tablet BM 083671,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167886$044A4D4C-2B38-4EC8-8924-C74C9AD5E0D8,Q2167886$062C78F9-53DF-4328-AC46-0EBF43801363,written,
ready,597215,P597215,Q2154631,BM 083684,Cuneiform Tablet BM 083684,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2154631$50C9211D-F747-4338-8C26-3CD36FD95537,Q2154631$EA74C9F7-3899-4E72-9F11-DB96EF326FF0,written,
ready,597242,P597242,Q2170193,BM 083716,Cuneiform Tablet BM 083716,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2170193$DFA6BF47-18CE-4574-B079-C60103A7FC94,Q2170193$0B207131-094A-4C51-8CDE-154A15F290F0,written,
ready,597311,P597311,Q2165986,BM 083791,Cuneiform Tablet BM 083791,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165986$F94092C3-A7E3-46B7-A660-072965191787,Q2165986$7A6A24DF-4602-44E2-9411-FD8F52801E1D,written,
ready,597346,P597346,Q1368807,BM 083831,Cuneiform Tablet BM 083831,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1368807$6E69A8F8-BE82-4C97-8C15-7CA48B71CA97,Q1368807$AE33490C-D448-4BF0-8A30-071DF8608427,written,
ready,597350,P597350,Q2161813,BM 083836,Cuneiform Tablet BM 083836,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2161813$BBC91D03-2BAF-46C0-BC24-D3193C16DD49,Q2161813$D7DCBE68-AC99-45EC-B7C6-262AB8751F41,written,
ready,597468,P597468,Q2166603,BM 083964,Cuneiform Tablet BM 083964,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166603$35D9965F-F497-458E-A38E-6EF370485EA7,Q2166603$CFCB4542-977F-4342-8C42-1C65B2B2ACD4,written,
ready,597556,P597556,Q2164363,"Pihans 135, 079","Cuneiform Tablet Pihans 135, 079",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164363$A2F4C417-D0A4-4EFF-9A69-37306F6CF1B3,Q2164363$F27E0139-02CF-4DE9-8672-933BD4FE8D41,written,
ready,597583,P597583,Q2168976,"Pihans 135, 123","Cuneiform Tablet Pihans 135, 123",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168976$05D6DFCC-F856-48CB-BA9E-54CD63E1105C,Q2168976$36E0A9F5-2A8E-46F1-83C0-BFF68672818C,written,
ready,597595,P597595,Q2047448,"Pihans 135, 139","Cuneiform Tablet Pihans 135, 139",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2047448$A6ED994A-F70D-4425-AA8E-496799EF554A,Q2047448$340BE920-387C-42D0-B263-1C987FFDA055,written,
ready,597604,P597604,Q2165755,"Pihans 135, 151","Cuneiform Tablet Pihans 135, 151",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165755$34ED2DFD-2A3A-42BE-AF1C-9205FE7ACF93,Q2165755$65C79CED-0596-4F45-9D6A-A07AC6A8EA59,written,
ready,597612,P597612,Q2170086,"Pihans 135, 160","Cuneiform Tablet Pihans 135, 160",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2170086$B7D90F99-2864-4690-B0D9-0578EF158815,Q2170086$7C49A967-2390-47C0-B288-F10DB53FC8EB,written,
ready,597645,P597645,Q2158250,"Pihans 135, 210","Cuneiform Tablet Pihans 135, 210",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2158250$5C10AD4E-E1A2-4A18-B22B-2156D760D7E8,Q2158250$E6C46596-7834-4103-9746-8FB800FD7195,written,
ready,597653,P597653,Q2167700,"Pihans 135, 218","Cuneiform Tablet Pihans 135, 218",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167700$DD538E18-26D5-44EE-B127-8A7320186C7E,Q2167700$69D80341-31E7-48F5-AE25-E4E3214C36B5,written,
ready,597690,P597690,Q2162908,"Pihans 135, 268","Cuneiform Tablet Pihans 135, 268",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162908$70FC4C4A-D6D8-4717-8880-F0F4F019CE21,Q2162908$DB1FB5AC-338F-4751-B332-0D892F990560,written,
ready,597700,P597700,Q2164696,"Pihans 135, 283","Cuneiform Tablet Pihans 135, 283",,P853,Q512158,Neo-Assyrian Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164696$F6352068-235E-4311-91FF-911D5B7E9B5D,Q2164696$B1188270-B4E8-4D9C-A91F-A5E80A72EEF9,written,
ready,597716,P597716,Q2168518,"Pihans 135, 304","Cuneiform Tablet Pihans 135, 304",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168518$E9F3BD41-D334-4E6F-AC23-D509F5EE14FD,Q2168518$1BD88537-22D7-4319-BD2C-C0919FD1A70A,written,
ready,597741,P597741,Q2166112,"Pihans 135, 344","Cuneiform Tablet Pihans 135, 344",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166112$FF38F4EE-43FF-45EA-8448-B7A61ABF4382,Q2166112$C7E8CBA8-0D34-4774-936C-8D1F170B5E8C,written,
ready,597805,P597805,Q2164224,"Pihans 135, 435","Cuneiform Tablet Pihans 135, 435",,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164224$A1C0A333-D15A-40CE-8FD3-95661F9BC179,Q2164224$6544C411-3942-4E5F-A455-74C94FA0BC78,written,
ready,597852,P597852,Q2162115,BM 084047,Cuneiform Tablet BM 084047,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162115$0B05E8E8-4FFF-4ADA-A12F-1F4207106953,Q2162115$9A3BC283-8E3A-4805-97BE-FCA3AB676282,written,
ready,597891,P597891,Q2166769,BM 084091,Cuneiform Tablet BM 084091,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166769$9767E085-8E39-494C-B528-8D8634BB4A64,Q2166769$A76AB908-CB57-4E0E-9225-2AC2CAA55BDF,written,
ready,597983,P597983,Q2144458,BM 084195,Cuneiform Tablet BM 084195,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2144458$89B4AC3B-040C-4963-BCB1-4B0873A94299,Q2144458$2F7ED870-CCE6-4356-B3FB-C8ADBD015310,written,
ready,598230,P598230,Q2047867,BM 084472,Cuneiform Tablet BM 084472,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2047867$622FB124-851A-4840-808D-F390EFA5DB16,Q2047867$9FACDBC0-ABB0-4F50-AE0C-DD847AA26532,written,
ready,598359,P598359,Q2164447,BM 086076,Cuneiform Tablet BM 086076,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164447$9D102087-7F64-4FBB-92E9-071BFF913CD1,Q2164447$70EAD9B8-45B3-47D6-B35B-4E83BD39DEE0,written,
ready,598363,P598363,Q2169741,BM 086088,Cuneiform Tablet BM 086088,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169741$DDACE679-1D77-42C4-B33E-28D198A45B81,Q2169741$84152AD5-5526-4654-8FBC-8044007615B7,written,
ready,598375,P598375,Q2063734,BM 086110,Cuneiform Artifact BM 086110,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2063734$14BA8FC7-5CEC-442C-BF27-8E243CDEFF93,Q2063734$C288DE04-49F5-4280-AD64-82BF4F906FB6,written,
ready,598420,P598420,Q2163913,BM 086274,Cuneiform Tablet BM 086274,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163913$8E3319B2-C777-4E09-A5B3-13296668AD4F,Q2163913$10E779FD-6461-4FBB-A165-2990DB80D04F,written,
ready,598565,P598565,Q2162971,BM 087273,Cuneiform Tablet BM 087273,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162971$0654D633-272C-47B2-BA31-DDE595DEC175,Q2162971$65D51408-7568-4602-9F26-A7C58C5482F6,written,
ready,598637,P598637,Q2166684,BM 087360,Cuneiform Artifact BM 087360,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166684$5AB9AE89-AAC0-45F6-A25D-233B360A2927,Q2166684$4BCFF41B-AC97-497F-BC18-0BAAB1F191D9,written,
ready,598660,P598660,Q2047572,BM 087423,Cuneiform Tablet BM 087423,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2047572$10D7786E-2B41-4D69-A30F-D62EDABE6FBC,Q2047572$BB23328C-D16F-45EB-AAAC-1F78BA7F219B,written,
ready,598676,P598676,Q2168920,BM 087574,Cuneiform Tablet BM 087574,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168920$FDD3A37A-6C12-4170-9944-2AAF9ECCEBAF,Q2168920$E49CE94F-2A63-4E89-B4E8-F115F30F7351,written,
ready,598699,P598699,Q2169698,BM 087765,Cuneiform Tablet BM 087765,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169698$4D4B3EDD-6EED-49B8-8C4D-04FA70A8203C,Q2169698$147707BA-6700-4122-A1F3-605FFA8795EE,written,
ready,598709,P598709,Q2164609,BM 087905,Cuneiform Tablet BM 087905,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164609$FFC50DA8-55AF-4879-8130-CF14EC0CD0F4,Q2164609$85BBF563-86A2-47FC-BEA4-2E083D7EB9FD,written,
ready,598725,P598725,Q2048051,BM 087990,Cuneiform Tablet BM 087990,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2048051$1748D6BB-0FB4-4B2D-AB5B-ACBF88786F43,Q2048051$9A7FE41B-BFEC-4085-9054-96A8615CAD49,written,
ready,598733,P598733,Q2169857,BM 088006,Cuneiform Tablet BM 088006,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169857$70E5BAF0-AE05-4B3E-ADC0-8996DD46A63A,Q2169857$D9267D4E-696D-496E-A120-7F81B6D5E222,written,
ready,598772,P598772,Q2167608,BM 088358,Cuneiform Tablet BM 088358,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167608$8CC94D76-31B5-4161-80D6-0E4FC3392939,Q2167608$7C90D335-32EF-4989-84CD-D3D803603FBA,written,
ready,598836,P598836,Q2163399,BM 088612,Cuneiform Tablet BM 088612,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163399$895835B4-B8AD-46D9-A1D8-AADA82566C91,Q2163399$8C8114AF-A281-4E28-A804-8604EC84C465,written,
ready,598908,P598908,Q2165510,BM 088897,Cuneiform Tablet BM 088897,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165510$49B3EE65-474A-4AFD-86D4-93AFD5C21A2E,Q2165510$ED41A5C1-6CBE-4BFB-A0D1-6303BB6B3CA9,written,
ready,598973,P598973,Q2163781,BM 093426,Cuneiform Tablet BM 093426,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163781$412DCE71-0B80-4208-B3C9-4042D7CB44E2,Q2163781$A4FD5386-85BB-47CF-A6E7-90F4DB85F7EE,written,
ready,599026,P599026,Q2166966,BM 093961,Cuneiform Tablet BM 093961,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166966$C473BDF7-03CD-4BCB-8931-5268C1CD31C2,Q2166966$E9B49D11-951A-48F6-B334-A75299F9E5C0,written,
ready,599067,P599067,Q2169199,BM 094185,Cuneiform Tablet BM 094185,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169199$61C8AFD2-2931-45EE-94DC-0A1520AF4448,Q2169199$2476588C-D2DE-48D3-8A86-9006073EE1C5,written,
ready,599088,P599088,Q2169386,BM 094227,Cuneiform Artifact BM 094227,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169386$6A2C5800-21F2-44A9-AA46-2DF1195FA232,Q2169386$98C223AD-CD5F-413F-859D-EB259318B43E,written,
ready,599118,P599118,Q2164318,BM 094275,Cuneiform Artifact BM 094275,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164318$F6192928-5FB5-4371-BF6D-608611FF89E1,Q2164318$49494A00-57F0-4A18-B207-BD4C7564B8C4,written,
ready,599122,P599122,Q2169560,BM 094281,Cuneiform Tablet BM 094281,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169560$B6984036-312C-4C52-A276-DF844214C6EA,Q2169560$6141E7D7-BBBD-4204-B815-725A28418CCD,written,
ready,599134,P599134,Q2143079,BM 094297,Cuneiform Tablet BM 094297,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2143079$869229D9-760A-41E0-B6DF-444D3849DEFC,Q2143079$BC5D4A01-CDA0-454A-97EE-7ED23EDD1AA7,written,
ready,599163,P599163,Q2167316,BM 094404,Cuneiform Tablet BM 094404,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167316$B8ED276E-1616-4186-88E0-589BFD96627E,Q2167316$99D4E4F6-A5F8-43B1-934E-C416C06E32AA,written,
ready,599231,P599231,Q2163618,BM 094572,Cuneiform Artifact BM 094572,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163618$9A8970AF-CD99-4D80-BE8A-D29DEF82CECF,Q2163618$C0D30E32-8702-4C99-A540-9C2C4CE1FADA,written,
ready,599374,P599374,Q2163262,BM 094747,Cuneiform Tablet BM 094747,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163262$FD38D781-87BF-4BBB-98FE-E398EC3C818C,Q2163262$EAA3546D-DB23-4B2C-B69B-DEF8BFD10B6D,written,
ready,599437,P599437,Q2169093,BM 094860,Cuneiform Tablet BM 094860,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169093$94EC1567-D46B-469D-ACFC-833C4BC12900,Q2169093$D3D2A1F3-1BC2-43CF-AE1A-0DC3F7F61CF1,written,
ready,599476,P599476,Q2166797,BM 094957,Cuneiform Artifact BM 094957,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166797$0C70C3E4-001F-4133-99AD-168A8EC39158,Q2166797$2EBFDF49-C790-411B-80F0-D6AC3B8379B4,written,
ready,599499,P599499,Q2167203,BM 095093,Cuneiform Tablet BM 095093,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167203$10AB68BC-D5C7-496E-A867-D3F7208A95CF,Q2167203$1EAD4CE8-EF43-4031-9CAF-5BFFC732890C,written,
ready,599533,P599533,Q2167157,BM 095221 + BM 095246 + BM 095275,Cuneiform Tablet BM 095221 + BM 095246 + BM 095275,,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167157$3981B992-F16E-410F-8F8E-364D5688E5EB,Q2167157$23EE21D9-C43F-4E2E-A7D6-BD04C70CCEF8,written,
ready,599548,P599548,Q2164132,BM 095241,Cuneiform Artifact BM 095241,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164132$DA9E3B6D-49B2-476C-B688-7DA9A46D7DD7,Q2164132$2404CECA-C2F5-4A22-B6DA-97CB9EA45B70,written,
ready,599564,P599564,Q2146189,BM 095262 + BM 095328,Cuneiform Tablet BM 095262 + BM 095328,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2146189$872100D5-7ADD-4870-AF28-7E26EC14EAAB,Q2146189$C4FEA2C4-5FC2-4AD8-B6CA-F56D61E55E62,written,
ready,599572,P599572,Q2169435,BM 095270,Cuneiform Artifact BM 095270,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169435$E2268796-BA98-42DC-BC14-A6F3182A0665,Q2169435$1DBC731E-D5EB-48A2-B0AA-9AA86D35F7E2,written,
ready,599661,P599661,Q2163750,BM 095437,Cuneiform Tablet BM 095437,,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163750$263F4316-98F0-441D-A6C0-F815877F0D43,Q2163750$0D5A54B8-8F97-49BF-AD72-D37BCC2AF2F2,written,
ready,599708,P599708,Q2168309,BM 095632,Cuneiform Tablet BM 095632,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168309$C5FB4E01-D371-4DAA-9BF4-B35314557AFA,Q2168309$6B63A17F-E56E-445A-AFE5-C33A2D7B7666,written,
ready,599724,P599724,Q2163393,BM 095794,Cuneiform Artifact BM 095794,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163393$27E2C627-4903-4E87-A56B-8DFD34EC48F0,Q2163393$41B2C59B-98C4-41DB-9F93-040E3D3F5066,written,
ready,599821,P599821,Q2169875,BM 096215,Cuneiform Tablet BM 096215,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169875$28D5F80E-9A74-42B5-9CC0-2B72F55C7352,Q2169875$613AE1B4-D696-4526-BACC-60C9C7485C12,written,
ready,600113,P600113,Q2163846,BM 096614,Cuneiform Tablet BM 096614,,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163846$647FD973-FA55-4DBF-9F33-4C4164CB7507,Q2163846$B067BA44-D0CE-4A62-BBFC-DC06657A31A6,written,
ready,600129,P600129,Q2154551,BM 096648,Cuneiform Tablet BM 096648,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2154551$59FC2A46-ED89-4B9C-A5A8-6693C360939F,Q2154551$E0C14ED6-91E4-4D9F-A5CC-45613D26C354,written,
ready,600168,P600168,Q2165615,BM 096765,Cuneiform Tablet BM 096765,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165615$84862E8D-B194-475F-9C37-7B0B092F349A,Q2165615$61FC3B54-55F2-49DE-A9C3-CE0604050EFE,written,
ready,600187,P600187,Q2166083,BM 096815,Cuneiform Tablet BM 096815,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166083$893CC146-C808-4465-87B4-E347BAF908BD,Q2166083$067BDE65-B8D2-4DCD-A803-B2C8AE0264F6,written,
ready,600200,P600200,Q2169802,BM 096868,Cuneiform Tablet BM 096868,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169802$AA68E2DC-3D1A-4F31-8D0B-087093398D54,Q2169802$0414A675-C214-48C0-BB33-42D2426CD7E4,written,
ready,600216,P600216,Q2063616,BM 096908,Cuneiform Tablet BM 096908,,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2063616$2CF5F112-EEDC-4AE9-B83B-B6F56DAFD758,Q2063616$74FA1D8E-B134-4460-A8B7-DCA8282D5478,written,
ready,600241,P600241,Q2167521,BM 098464,Cuneiform Tablet BM 098464,,P853,Q512149,Isin-Larsa Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167521$8226CB2C-688B-4AB1-8CE2-73F62871BD39,Q2167521$773B7401-C772-4B4C-B1D4-0A666E37D49D,written,
ready,600282,P600282,Q2162897,BM 099451,Cuneiform Tablet BM 099451,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162897$1E9320A1-567A-4348-8E8C-0378DFCB00B7,Q2162897$A89CB8F0-CB24-4131-AFAE-DAA8B112D069,written,
ready,600304,P600304,Q2166753,BM 099476,Cuneiform Tablet BM 099476,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166753$527E2C4B-AA65-491B-9B9B-46913F296A6E,Q2166753$932793B6-DDA0-43A6-9102-7AA9B4B7B94C,written,
ready,600328,P600328,Q2162631,BM 099503,Cuneiform Tablet BM 099503,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162631$E263E8F5-A8CF-44FF-9F16-A82E5A900E2C,Q2162631$E644A359-3729-4D75-82F0-A1EC7FF67EDA,written,
ready,600345,P600345,Q2168988,BM 099523,Cuneiform Tablet BM 099523,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168988$028BA56C-85A0-41FE-A042-FAC93A6A47E2,Q2168988$DBDEC783-768F-4142-A838-7D99AE99E884,written,
ready,600353,P600353,Q2047413,BM 099532,Cuneiform Tablet BM 099532,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2047413$029991F5-4F82-44C9-9839-51EA3E29A159,Q2047413$C786110F-7B33-4133-9FDF-704FBEEE8A77,written,
ready,600390,P600390,Q2164499,BM 099573,Cuneiform Tablet BM 099573,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164499$92A8EBCC-DE85-41C6-B779-205A103C78D2,Q2164499$32F82C25-1EBA-4D46-8D78-EA0BECD22EE5,written,
ready,600484,P600484,Q2170113,BM 099766,Cuneiform Tablet BM 099766,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2170113$90CD30F4-E80E-4384-ADA1-934204A7C76D,Q2170113$84361187-BFF9-4040-AA8B-054B224D8FA0,written,
ready,600492,P600492,Q2165708,BM 099774,Cuneiform Tablet BM 099774,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165708$0EA02F0D-8700-496F-A366-DFB9B064D247,Q2165708$0E5927E5-C66F-445F-89E4-5C2AC622B2F2,written,
